Time,State
2018-06-18 12:53:32.861796,1
2018-06-18 12:53:42.871117,1
2018-06-18 12:53:52.875863,1
2018-06-18 12:54:02.880892,1
2018-06-18 12:54:12.891257,1
2018-06-18 12:54:22.901612,1
2018-06-18 12:54:32.911971,1
2018-06-18 12:54:42.922320,1
2018-06-18 12:54:52.932674,1
2018-06-18 12:55:02.943056,1
2018-06-18 12:55:12.953406,1
2018-06-18 12:55:22.963761,1
2018-06-18 12:55:32.974119,1
2018-06-18 12:55:42.984481,1
2018-06-18 12:55:52.994844,1
2018-06-18 12:56:03.005199,1
2018-06-18 12:56:13.015558,1
2018-06-18 12:56:23.020900,1
2018-06-18 12:56:33.031261,1
2018-06-18 12:56:43.041631,1
2018-06-18 12:56:53.052001,1
2018-06-18 12:57:03.062384,1
2018-06-18 12:57:13.072740,1
2018-06-18 12:57:23.083102,1
2018-06-18 12:57:33.093464,1
2018-06-18 12:57:43.100886,1
2018-06-18 12:57:53.111239,1
2018-06-18 12:58:03.121585,1
2018-06-18 12:58:13.131950,1
2018-06-18 12:58:23.142297,1
2018-06-18 12:58:33.152654,1
2018-06-18 12:58:43.162998,1
2018-06-18 12:58:53.173359,1
2018-06-18 12:59:03.183708,1
2018-06-18 12:59:13.194072,1
2018-06-18 12:59:23.204432,1
2018-06-18 12:59:33.214798,1
2018-06-18 12:59:43.225157,1
2018-06-18 12:59:53.235511,1
2018-06-18 13:00:03.240863,1
2018-06-18 13:00:13.251177,1
2018-06-18 13:00:23.260898,1
2018-06-18 13:00:33.270906,1
2018-06-18 13:00:43.280906,1
2018-06-18 13:00:53.291262,1
2018-06-18 13:01:03.300866,1
2018-06-18 13:01:13.311175,1
2018-06-18 13:01:23.321537,1
2018-06-18 13:01:33.331895,1
2018-06-18 13:01:43.342253,1
2018-06-18 13:01:53.352612,1
2018-06-18 13:02:03.362967,1
2018-06-18 13:02:13.373341,1
2018-06-18 13:02:23.383695,1
2018-06-18 13:02:33.394052,1
2018-06-18 13:02:43.404405,1
2018-06-18 13:02:53.414770,1
2018-06-18 13:03:03.420908,1
2018-06-18 13:03:13.431256,1
2018-06-18 13:03:23.441618,1
2018-06-18 13:03:33.451972,1
2018-06-18 13:03:43.460892,1
2018-06-18 13:03:53.471245,1
2018-06-18 13:04:03.481601,1
2018-06-18 13:04:13.491963,1
2018-06-18 13:04:23.502315,1
2018-06-18 13:04:33.512666,1
2018-06-18 13:04:43.523035,1
2018-06-18 13:04:53.533384,1
2018-06-18 13:05:03.543742,1
2018-06-18 13:05:13.554099,1
2018-06-18 13:05:23.564452,1
2018-06-18 13:05:33.574830,1
2018-06-18 13:05:43.585186,1
2018-06-18 13:05:53.595538,1
2018-06-18 13:06:03.605887,1
2018-06-18 13:06:13.612950,1
2018-06-18 13:06:23.623305,1
2018-06-18 13:06:33.633652,1
2018-06-18 13:06:43.640887,1
2018-06-18 13:06:53.651240,1
2018-06-18 13:07:03.660903,1
2018-06-18 13:07:13.670929,1
2018-06-18 13:07:23.681294,1
2018-06-18 13:07:33.690905,1
2018-06-18 13:07:43.701258,1
2018-06-18 13:07:53.711599,1
2018-06-18 13:08:03.721948,1
2018-06-18 13:08:13.732318,1
2018-06-18 13:08:23.740898,1
2018-06-18 13:08:33.751250,1
2018-06-18 13:08:43.761605,1
2018-06-18 13:08:53.771947,1
2018-06-18 13:09:03.782297,1
2018-06-18 13:09:13.792651,1
2018-06-18 13:09:23.803000,1
2018-06-18 13:09:33.813373,1
2018-06-18 13:09:43.823745,1
2018-06-18 13:09:53.830903,1
2018-06-18 13:10:03.841250,1
