Time,State
2018-08-02 17:34:50.421347,1
2018-08-02 17:35:00.431664,1
2018-08-02 17:35:10.442010,1
2018-08-02 17:35:20.452363,1
2018-08-02 17:35:30.462707,1
2018-08-02 17:35:40.463119,1
2018-08-02 17:35:50.473452,1
2018-08-02 17:36:00.483805,1
2018-08-02 17:36:10.494155,1
2018-08-02 17:36:20.504511,1
2018-08-02 17:36:30.514850,1
2018-08-02 17:36:40.525198,1
2018-08-02 17:36:50.535539,1
2018-08-02 17:37:00.545893,1
2018-08-02 17:37:10.556240,1
2018-08-02 17:37:20.566601,1
2018-08-02 17:37:30.573118,1
2018-08-02 17:37:40.583480,1
2018-08-02 17:37:50.593825,1
2018-08-02 17:38:00.604167,1
2018-08-02 17:38:10.614507,1
2018-08-02 17:38:20.624845,1
2018-08-02 17:38:30.635173,1
2018-08-02 17:38:40.645509,1
2018-08-02 17:38:50.655853,1
2018-08-02 17:39:00.666187,1
2018-08-02 17:39:10.676508,1
2018-08-02 17:39:20.686845,1
2018-08-02 17:39:30.697200,1
2018-08-02 17:39:40.707542,1
2018-08-02 17:39:50.717860,1
2018-08-02 17:40:00.728182,1
2018-08-02 17:40:10.738527,1
2018-08-02 17:40:20.748867,1
2018-08-02 17:40:30.759212,1
2018-08-02 17:40:40.769556,1
2018-08-02 17:40:50.779917,1
2018-08-02 17:41:00.790265,1
2018-08-02 17:41:10.800621,1
2018-08-02 17:41:20.810967,1
2018-08-02 17:41:30.821314,1
2018-08-02 17:41:40.831663,1
2018-08-02 17:41:50.842006,1
2018-08-02 17:42:00.852343,1
2018-08-02 17:42:10.862697,1
2018-08-02 17:42:20.873104,1
2018-08-02 17:42:30.883445,1
2018-08-02 17:42:40.893800,1
2018-08-02 17:42:50.904161,1
2018-08-02 17:43:00.914513,1
2018-08-02 17:43:10.924879,1
2018-08-02 17:43:20.935239,1
2018-08-02 17:43:30.945598,1
2018-08-02 17:43:40.955957,1
2018-08-02 17:43:50.966311,1
2018-08-02 17:44:00.976667,1
2018-08-02 17:44:10.987026,1
2018-08-02 17:44:20.997375,1
2018-08-02 17:44:31.007741,1
2018-08-02 17:44:41.018099,1
2018-08-02 17:44:51.028461,1
2018-08-02 17:45:01.038819,1
2018-08-02 17:45:11.049164,1
2018-08-02 17:45:21.059495,1
2018-08-02 17:45:31.069817,1
2018-08-02 17:45:41.080138,1
2018-08-02 17:45:51.090454,1
2018-08-02 17:46:01.100793,1
2018-08-02 17:46:11.111141,1
2018-08-02 17:46:21.121497,1
2018-08-02 17:46:31.131849,1
2018-08-02 17:46:41.142202,1
2018-08-02 17:46:51.152557,1
2018-08-02 17:47:01.162914,1
2018-08-02 17:47:11.173349,1
2018-08-02 17:47:21.183706,1
2018-08-02 17:47:31.194067,1
2018-08-02 17:47:41.204431,1
2018-08-02 17:47:51.214797,1
2018-08-02 17:48:01.225158,1
2018-08-02 17:48:11.235514,1
2018-08-02 17:48:21.236543,1
2018-08-02 17:48:31.246906,1
2018-08-02 17:48:41.257256,1
2018-08-02 17:48:51.267613,1
2018-08-02 17:49:01.277967,1
2018-08-02 17:49:11.288324,1
2018-08-02 17:49:21.293117,1
2018-08-02 17:49:31.303465,1
2018-08-02 17:49:41.313827,1
2018-08-02 17:49:51.324186,1
2018-08-02 17:50:01.334548,1
2018-08-02 17:50:11.344902,1
2018-08-02 17:50:21.355271,1
2018-08-02 17:50:31.365628,1
2018-08-02 17:50:41.375999,1
2018-08-02 17:50:51.386354,1
2018-08-02 17:51:01.396718,1
2018-08-02 17:51:11.407075,1
2018-08-02 17:51:21.417430,1
