Time,State
2018-06-26 10:15:31.995025,1
2018-06-26 10:15:42.005392,1
2018-06-26 10:15:52.015725,1
2018-06-26 10:16:02.026060,1
2018-06-26 10:16:12.036393,1
2018-06-26 10:16:22.046735,1
2018-06-26 10:16:32.057069,1
2018-06-26 10:16:42.067412,1
2018-06-26 10:16:52.077755,1
2018-06-26 10:17:02.088092,1
2018-06-26 10:17:12.098430,1
2018-06-26 10:17:22.108768,1
2018-06-26 10:17:32.119097,1
2018-06-26 10:17:42.129428,1
2018-06-26 10:17:52.139760,1
2018-06-26 10:18:02.150085,1
2018-06-26 10:18:12.160402,1
2018-06-26 10:18:22.170734,1
2018-06-26 10:18:32.181057,1
2018-06-26 10:18:42.191385,1
2018-06-26 10:18:52.201718,1
2018-06-26 10:19:02.212046,1
2018-06-26 10:19:12.222377,1
2018-06-26 10:19:22.232717,1
2018-06-26 10:19:32.243143,1
2018-06-26 10:19:42.253485,1
2018-06-26 10:19:52.263826,1
2018-06-26 10:20:02.274151,1
2018-06-26 10:20:12.284445,1
2018-06-26 10:20:22.294788,1
2018-06-26 10:20:32.305115,1
2018-06-26 10:20:42.315447,1
2018-06-26 10:20:52.325769,1
2018-06-26 10:21:02.336107,1
2018-06-26 10:21:12.346439,1
2018-06-26 10:21:22.356774,1
2018-06-26 10:21:32.367104,1
2018-06-26 10:21:42.377430,1
2018-06-26 10:21:52.387758,1
2018-06-26 10:22:02.398081,1
2018-06-26 10:22:12.408398,1
2018-06-26 10:22:22.418734,1
2018-06-26 10:22:32.429064,1
2018-06-26 10:22:42.439400,1
2018-06-26 10:22:52.449740,1
2018-06-26 10:23:02.460079,1
2018-06-26 10:23:12.470411,1
2018-06-26 10:23:22.480744,1
2018-06-26 10:23:32.491069,1
2018-06-26 10:23:42.501407,1
2018-06-26 10:23:52.511735,1
2018-06-26 10:24:02.512993,1
2018-06-26 10:24:12.523320,1
2018-06-26 10:24:22.533651,1
2018-06-26 10:24:32.543984,1
2018-06-26 10:24:42.554314,1
2018-06-26 10:24:52.564644,1
2018-06-26 10:25:02.574970,1
2018-06-26 10:25:12.585297,1
2018-06-26 10:25:22.595630,1
2018-06-26 10:25:32.605960,1
2018-06-26 10:25:42.616304,1
2018-06-26 10:25:52.626641,1
2018-06-26 10:26:02.636977,1
2018-06-26 10:26:12.647315,1
2018-06-26 10:26:22.657653,1
2018-06-26 10:26:32.667987,1
2018-06-26 10:26:42.678324,1
2018-06-26 10:26:52.688663,1
2018-06-26 10:27:02.699002,1
2018-06-26 10:27:12.709331,1
2018-06-26 10:27:22.719664,1
2018-06-26 10:27:32.729992,1
2018-06-26 10:27:42.740324,1
2018-06-26 10:27:52.750651,1
2018-06-26 10:28:02.760973,1
2018-06-26 10:28:12.771301,1
2018-06-26 10:28:22.781630,1
2018-06-26 10:28:32.791949,1
2018-06-26 10:28:42.802276,1
2018-06-26 10:28:52.812603,1
2018-06-26 10:29:02.822936,1
2018-06-26 10:29:12.833276,1
2018-06-26 10:29:22.843610,1
2018-06-26 10:29:32.853942,1
2018-06-26 10:29:42.864276,1
2018-06-26 10:29:52.874608,1
2018-06-26 10:30:02.884947,1
2018-06-26 10:30:12.895285,1
2018-06-26 10:30:22.905638,1
2018-06-26 10:30:32.915979,1
2018-06-26 10:30:42.926328,1
2018-06-26 10:30:52.936675,1
2018-06-26 10:31:02.947018,1
2018-06-26 10:31:12.957361,1
2018-06-26 10:31:22.967704,1
2018-06-26 10:31:32.978028,1
2018-06-26 10:31:42.988326,1
2018-06-26 10:31:52.998676,1
2018-06-26 10:32:03.009017,1
2018-06-26 10:32:13.019365,1
2018-06-26 10:32:23.029708,1
2018-06-26 10:32:33.040046,1
2018-06-26 10:32:43.050392,1
2018-06-26 10:32:53.060725,1
2018-06-26 10:33:03.071066,1
2018-06-26 10:33:13.081411,1
2018-06-26 10:33:23.091757,1
2018-06-26 10:33:33.102094,1
2018-06-26 10:33:43.112442,1
2018-06-26 10:33:53.122784,1
2018-06-26 10:34:03.133190,1
2018-06-26 10:34:13.143544,1
2018-06-26 10:34:23.153888,1
2018-06-26 10:34:33.164231,1
2018-06-26 10:34:43.174581,1
2018-06-26 10:34:53.184926,1
2018-06-26 10:35:03.195267,1
2018-06-26 10:35:13.205619,1
2018-06-26 10:35:23.215962,1
2018-06-26 10:35:33.226303,1
2018-06-26 10:35:43.236662,1
2018-06-26 10:35:53.247016,1
2018-06-26 10:36:03.257363,1
2018-06-26 10:36:13.267708,1
2018-06-26 10:36:23.278051,1
2018-06-26 10:36:33.288389,1
2018-06-26 10:36:43.298738,1
2018-06-26 10:36:53.309078,1
2018-06-26 10:37:03.319429,1
2018-06-26 10:37:13.329773,1
2018-06-26 10:37:23.340117,1
2018-06-26 10:37:33.350454,1
2018-06-26 10:37:43.360787,1
2018-06-26 10:37:53.371121,1
2018-06-26 10:38:03.381447,1
2018-06-26 10:38:13.391776,1
2018-06-26 10:38:23.402350,1
2018-06-26 10:38:33.412680,1
2018-06-26 10:38:43.423092,1
2018-06-26 10:38:53.433435,1
2018-06-26 10:39:03.443769,1
2018-06-26 10:39:13.454101,1
2018-06-26 10:39:23.464439,1
2018-06-26 10:39:33.474779,1
2018-06-26 10:39:43.485110,1
2018-06-26 10:39:53.495449,1
2018-06-26 10:40:03.505767,1
2018-06-26 10:40:13.512997,1
2018-06-26 10:40:23.523345,1
2018-06-26 10:40:33.533691,1
2018-06-26 10:40:43.544030,1
2018-06-26 10:40:53.554375,1
2018-06-26 10:41:03.564713,1
2018-06-26 10:41:13.575045,1
2018-06-26 10:41:23.585384,1
2018-06-26 10:41:33.595714,1
2018-06-26 10:41:43.606051,1
2018-06-26 10:41:53.616380,1
2018-06-26 10:42:03.626702,1
2018-06-26 10:42:13.637051,1
2018-06-26 10:42:23.647395,1
2018-06-26 10:42:33.657732,1
2018-06-26 10:42:43.668063,1
2018-06-26 10:42:53.678410,1
2018-06-26 10:43:03.688739,1
2018-06-26 10:43:13.699071,1
2018-06-26 10:43:23.709406,1
